SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/13/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.208e+00     2.185e-02  
T     =       5.492s    158879228687205.062s  

RSS   =    2.782e-03
SD    =    9.629e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.028e+00    2.838e-02
    2       2.000s     8.688e-01     8.608e-01   -8.002e-03
    3       3.000s     7.386e-01     7.212e-01   -1.739e-02
    4       4.000s     6.224e-01     6.048e-01   -1.759e-02
    5       5.000s     5.215e-01     5.077e-01   -1.372e-02
    6       6.000s     4.345e-01     4.269e-01   -7.644e-03
    7       7.000s     3.610e-01     3.594e-01   -1.529e-03
    8       8.000s     2.997e-01     3.033e-01    3.562e-03
    9       9.000s     2.487e-01     2.564e-01    7.682e-03
   10      10.000s     2.070e-01     2.174e-01    1.040e-02
   11      11.000s     1.738e-01     1.848e-01    1.107e-02
   12      12.000s     1.475e-01     1.577e-01    1.023e-02
   13      13.000s     1.260e-01     1.351e-01    9.072e-03
   14      14.000s     1.083e-01     1.162e-01    7.950e-03
   15      15.000s     9.397e-02     1.005e-01    6.554e-03
   16      16.000s     8.230e-02     8.743e-02    5.132e-03
   17      17.000s     7.228e-02     7.651e-02    4.234e-03
   18      18.000s     6.378e-02     6.741e-02    3.633e-03
   19      19.000s     5.719e-02     5.983e-02    2.640e-03
   20      20.000s     5.222e-02     5.351e-02    1.292e-03
   21      21.000s     4.802e-02     4.824e-02    2.215e-04
   22      22.000s     4.428e-02     4.385e-02   -4.328e-04
   23      23.000s     4.127e-02     4.019e-02   -1.085e-03
   24      24.000s     3.901e-02     3.713e-02   -1.880e-03
   25      25.000s     3.726e-02     3.459e-02   -2.673e-03
   26      26.000s     3.616e-02     3.247e-02   -3.690e-03
   27      27.000s     3.609e-02     3.070e-02   -5.387e-03
   28      28.000s     3.696e-02     2.923e-02   -7.734e-03
   29      29.000s     3.831e-02     2.800e-02   -1.031e-02
   30      30.000s     3.997e-02     2.698e-02   -1.299e-02

============================================================

