SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/38/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.171e+00     1.587e-02  
T     =       6.731s    196358268289309.812s  

RSS   =    2.107e-03
SD    =    8.380e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.563e-02
    2       2.000s     8.902e-01     8.862e-01   -4.022e-03
    3       3.000s     7.803e-01     7.661e-01   -1.427e-02
    4       4.000s     6.777e-01     6.625e-01   -1.517e-02
    5       5.000s     5.855e-01     5.732e-01   -1.222e-02
    6       6.000s     5.038e-01     4.963e-01   -7.503e-03
    7       7.000s     4.324e-01     4.300e-01   -2.423e-03
    8       8.000s     3.714e-01     3.728e-01    1.414e-03
    9       9.000s     3.201e-01     3.235e-01    3.461e-03
   10      10.000s     2.765e-01     2.811e-01    4.527e-03
   11      11.000s     2.391e-01     2.444e-01    5.299e-03
   12      12.000s     2.072e-01     2.129e-01    5.651e-03
   13      13.000s     1.801e-01     1.857e-01    5.579e-03
   14      14.000s     1.566e-01     1.622e-01    5.627e-03
   15      15.000s     1.360e-01     1.420e-01    6.006e-03
   16      16.000s     1.184e-01     1.246e-01    6.215e-03
   17      17.000s     1.037e-01     1.096e-01    5.927e-03
   18      18.000s     9.119e-02     9.667e-02    5.472e-03
   19      19.000s     8.039e-02     8.551e-02    5.117e-03
   20      20.000s     7.130e-02     7.590e-02    4.598e-03
   21      21.000s     6.391e-02     6.761e-02    3.700e-03
   22      22.000s     5.781e-02     6.047e-02    2.654e-03
   23      23.000s     5.270e-02     5.431e-02    1.613e-03
   24      24.000s     4.870e-02     4.900e-02    3.025e-04
   25      25.000s     4.591e-02     4.443e-02   -1.478e-03
   26      26.000s     4.398e-02     4.049e-02   -3.489e-03
   27      27.000s     4.262e-02     3.709e-02   -5.529e-03
   28      28.000s     4.200e-02     3.416e-02   -7.842e-03
   29      29.000s     4.237e-02     3.163e-02   -1.073e-02
   30      30.000s     4.357e-02     2.946e-02   -1.411e-02

============================================================

