SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/260/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.233e+00     2.124e-02  
T     =       5.805s    243010958664860.281s  

RSS   =    1.213e-02
SD    =    2.011e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.059e+00    5.944e-02
    2       2.000s     9.044e-01     8.952e-01   -9.255e-03
    3       3.000s     7.967e-01     7.569e-01   -3.982e-02
    4       4.000s     6.838e-01     6.405e-01   -4.336e-02
    5       5.000s     5.742e-01     5.425e-01   -3.171e-02
    6       6.000s     4.748e-01     4.600e-01   -1.478e-02
    7       7.000s     3.901e-01     3.906e-01    4.315e-04
    8       8.000s     3.212e-01     3.321e-01    1.090e-02
    9       9.000s     2.658e-01     2.829e-01    1.711e-02
   10      10.000s     2.212e-01     2.415e-01    2.036e-02
   11      11.000s     1.857e-01     2.067e-01    2.096e-02
   12      12.000s     1.580e-01     1.773e-01    1.932e-02
   13      13.000s     1.357e-01     1.526e-01    1.687e-02
   14      14.000s     1.171e-01     1.318e-01    1.476e-02
   15      15.000s     1.016e-01     1.143e-01    1.276e-02
   16      16.000s     8.927e-02     9.960e-02    1.033e-02
   17      17.000s     7.936e-02     8.720e-02    7.839e-03
   18      18.000s     7.090e-02     7.676e-02    5.865e-03
   19      19.000s     6.374e-02     6.797e-02    4.232e-03
   20      20.000s     5.793e-02     6.058e-02    2.653e-03
   21      21.000s     5.297e-02     5.435e-02    1.388e-03
   22      22.000s     4.863e-02     4.911e-02    4.781e-04
   23      23.000s     4.558e-02     4.470e-02   -8.751e-04
   24      24.000s     4.432e-02     4.099e-02   -3.334e-03
   25      25.000s     4.435e-02     3.786e-02   -6.488e-03
   26      26.000s     4.481e-02     3.523e-02   -9.579e-03
   27      27.000s     4.552e-02     3.302e-02   -1.250e-02
   28      28.000s     4.658e-02     3.115e-02   -1.543e-02
   29      29.000s     4.773e-02     2.958e-02   -1.815e-02
   30      30.000s     4.867e-02     2.826e-02   -2.041e-02

============================================================

