SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/131/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.154e+00     3.052e-02  
T     =       6.422s    693791115623122.000s  

RSS   =    8.410e-04
SD    =    5.295e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.018e+00    1.795e-02
    2       2.000s     8.846e-01     8.756e-01   -9.025e-03
    3       3.000s     7.667e-01     7.537e-01   -1.295e-02
    4       4.000s     6.558e-01     6.494e-01   -6.356e-03
    5       5.000s     5.624e-01     5.602e-01   -2.170e-03
    6       6.000s     4.860e-01     4.838e-01   -2.161e-03
    7       7.000s     4.195e-01     4.184e-01   -1.036e-03
    8       8.000s     3.600e-01     3.625e-01    2.518e-03
    9       9.000s     3.095e-01     3.146e-01    5.170e-03
   10      10.000s     2.681e-01     2.737e-01    5.545e-03
   11      11.000s     2.334e-01     2.386e-01    5.207e-03
   12      12.000s     2.040e-01     2.086e-01    4.608e-03
   13      13.000s     1.801e-01     1.829e-01    2.809e-03
   14      14.000s     1.605e-01     1.609e-01    4.312e-04
   15      15.000s     1.429e-01     1.421e-01   -7.913e-04
   16      16.000s     1.269e-01     1.260e-01   -8.595e-04
   17      17.000s     1.133e-01     1.123e-01   -1.081e-03
   18      18.000s     1.019e-01     1.005e-01   -1.435e-03
   19      19.000s     9.126e-02     9.039e-02   -8.676e-04
   20      20.000s     8.137e-02     8.176e-02    3.926e-04
   21      21.000s     7.325e-02     7.437e-02    1.121e-03
   22      22.000s     6.683e-02     6.805e-02    1.215e-03
   23      23.000s     6.112e-02     6.264e-02    1.515e-03
   24      24.000s     5.607e-02     5.800e-02    1.932e-03
   25      25.000s     5.243e-02     5.404e-02    1.613e-03
   26      26.000s     5.005e-02     5.065e-02    6.003e-04
   27      27.000s     4.814e-02     4.775e-02   -3.951e-04
   28      28.000s     4.686e-02     4.526e-02   -1.593e-03
   29      29.000s     4.715e-02     4.314e-02   -4.013e-03
   30      30.000s     4.921e-02     4.132e-02   -7.896e-03

============================================================

