SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/245/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.233e+00     2.350e-02  
T     =       5.730s    288509431692758.125s  

RSS   =    1.004e-02
SD    =    1.830e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.059e+00    5.864e-02
    2       2.000s     9.102e-01     8.929e-01   -1.734e-02
    3       3.000s     7.952e-01     7.537e-01   -4.152e-02
    4       4.000s     6.719e-01     6.367e-01   -3.514e-02
    5       5.000s     5.599e-01     5.385e-01   -2.134e-02
    6       6.000s     4.657e-01     4.561e-01   -9.651e-03
    7       7.000s     3.865e-01     3.868e-01    3.081e-04
    8       8.000s     3.198e-01     3.286e-01    8.832e-03
    9       9.000s     2.652e-01     2.798e-01    1.453e-02
   10      10.000s     2.212e-01     2.387e-01    1.748e-02
   11      11.000s     1.855e-01     2.043e-01    1.877e-02
   12      12.000s     1.570e-01     1.753e-01    1.832e-02
   13      13.000s     1.351e-01     1.510e-01    1.588e-02
   14      14.000s     1.179e-01     1.306e-01    1.274e-02
   15      15.000s     1.031e-01     1.134e-01    1.029e-02
   16      16.000s     9.076e-02     9.904e-02    8.276e-03
   17      17.000s     8.099e-02     8.694e-02    5.954e-03
   18      18.000s     7.293e-02     7.678e-02    3.853e-03
   19      19.000s     6.550e-02     6.825e-02    2.746e-03
   20      20.000s     5.906e-02     6.108e-02    2.028e-03
   21      21.000s     5.443e-02     5.507e-02    6.382e-04
   22      22.000s     5.126e-02     5.001e-02   -1.250e-03
   23      23.000s     4.854e-02     4.577e-02   -2.775e-03
   24      24.000s     4.615e-02     4.220e-02   -3.950e-03
   25      25.000s     4.466e-02     3.920e-02   -5.456e-03
   26      26.000s     4.410e-02     3.669e-02   -7.413e-03
   27      27.000s     4.404e-02     3.458e-02   -9.461e-03
   28      28.000s     4.449e-02     3.280e-02   -1.169e-02
   29      29.000s     4.582e-02     3.131e-02   -1.450e-02
   30      30.000s     4.786e-02     3.006e-02   -1.779e-02

============================================================

