SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/85/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.205e+00     1.779e-02  
T     =       5.955s    461783637934327.375s  

RSS   =    5.620e-03
SD    =    1.369e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.037e+00    3.672e-02
    2       2.000s     8.820e-01     8.792e-01   -2.752e-03
    3       3.000s     7.665e-01     7.460e-01   -2.046e-02
    4       4.000s     6.584e-01     6.335e-01   -2.498e-02
    5       5.000s     5.606e-01     5.383e-01   -2.227e-02
    6       6.000s     4.738e-01     4.578e-01   -1.598e-02
    7       7.000s     3.976e-01     3.898e-01   -7.818e-03
    8       8.000s     3.316e-01     3.323e-01    7.193e-04
    9       9.000s     2.759e-01     2.837e-01    7.771e-03
   10      10.000s     2.302e-01     2.426e-01    1.237e-02
   11      11.000s     1.929e-01     2.078e-01    1.488e-02
   12      12.000s     1.626e-01     1.784e-01    1.582e-02
   13      13.000s     1.382e-01     1.536e-01    1.537e-02
   14      14.000s     1.187e-01     1.326e-01    1.391e-02
   15      15.000s     1.027e-01     1.149e-01    1.214e-02
   16      16.000s     8.941e-02     9.986e-02    1.045e-02
   17      17.000s     7.848e-02     8.717e-02    8.688e-03
   18      18.000s     6.964e-02     7.645e-02    6.804e-03
   19      19.000s     6.239e-02     6.738e-02    4.989e-03
   20      20.000s     5.643e-02     5.971e-02    3.289e-03
   21      21.000s     5.162e-02     5.323e-02    1.610e-03
   22      22.000s     4.772e-02     4.775e-02    3.753e-05
   23      23.000s     4.448e-02     4.312e-02   -1.361e-03
   24      24.000s     4.210e-02     3.921e-02   -2.894e-03
   25      25.000s     4.080e-02     3.590e-02   -4.903e-03
   26      26.000s     4.036e-02     3.310e-02   -7.266e-03
   27      27.000s     4.044e-02     3.073e-02   -9.706e-03
   28      28.000s     4.103e-02     2.873e-02   -1.230e-02
   29      29.000s     4.217e-02     2.704e-02   -1.513e-02
   30      30.000s     4.336e-02     2.561e-02   -1.775e-02

============================================================

