SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/81/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.092e+00     4.956e-02  
T     =       7.959s    696716498881978.250s  

RSS   =    1.567e-03
SD    =    7.226e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.013e+00    1.264e-02
    2       2.000s     8.954e-01     8.989e-01    3.510e-03
    3       3.000s     7.998e-01     7.986e-01   -1.212e-03
    4       4.000s     7.157e-01     7.102e-01   -5.515e-03
    5       5.000s     6.407e-01     6.322e-01   -8.556e-03
    6       6.000s     5.729e-01     5.634e-01   -9.559e-03
    7       7.000s     5.120e-01     5.027e-01   -9.328e-03
    8       8.000s     4.578e-01     4.492e-01   -8.632e-03
    9       9.000s     4.090e-01     4.020e-01   -6.968e-03
   10      10.000s     3.641e-01     3.604e-01   -3.703e-03
   11      11.000s     3.232e-01     3.237e-01    5.240e-04
   12      12.000s     2.868e-01     2.913e-01    4.484e-03
   13      13.000s     2.550e-01     2.628e-01    7.732e-03
   14      14.000s     2.272e-01     2.376e-01    1.037e-02
   15      15.000s     2.034e-01     2.154e-01    1.204e-02
   16      16.000s     1.837e-01     1.958e-01    1.214e-02
   17      17.000s     1.677e-01     1.786e-01    1.085e-02
   18      18.000s     1.544e-01     1.633e-01    8.913e-03
   19      19.000s     1.432e-01     1.499e-01    6.641e-03
   20      20.000s     1.341e-01     1.380e-01    3.982e-03
   21      21.000s     1.263e-01     1.276e-01    1.293e-03
   22      22.000s     1.191e-01     1.184e-01   -7.620e-04
   23      23.000s     1.123e-01     1.103e-01   -2.076e-03
   24      24.000s     1.062e-01     1.031e-01   -3.134e-03
   25      25.000s     1.010e-01     9.677e-02   -4.193e-03
   26      26.000s     9.624e-02     9.119e-02   -5.045e-03
   27      27.000s     9.188e-02     8.628e-02   -5.596e-03
   28      28.000s     8.805e-02     8.194e-02   -6.107e-03
   29      29.000s     8.495e-02     7.812e-02   -6.833e-03
   30      30.000s     8.265e-02     7.475e-02   -7.899e-03

============================================================

