SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/56/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.226e+00     2.526e-02  
T     =       5.178s    166177993561428.781s  

RSS   =    3.861e-03
SD    =    1.134e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.036e+00    3.582e-02
    2       2.000s     8.735e-01     8.584e-01   -1.514e-02
    3       3.000s     7.387e-01     7.121e-01   -2.662e-02
    4       4.000s     6.138e-01     5.914e-01   -2.239e-02
    5       5.000s     5.048e-01     4.920e-01   -1.280e-02
    6       6.000s     4.121e-01     4.101e-01   -2.025e-03
    7       7.000s     3.357e-01     3.425e-01    6.743e-03
    8       8.000s     2.750e-01     2.868e-01    1.182e-02
    9       9.000s     2.271e-01     2.408e-01    1.370e-02
   10      10.000s     1.896e-01     2.030e-01    1.343e-02
   11      11.000s     1.603e-01     1.718e-01    1.151e-02
   12      12.000s     1.374e-01     1.460e-01    8.660e-03
   13      13.000s     1.188e-01     1.248e-01    6.031e-03
   14      14.000s     1.032e-01     1.073e-01    4.148e-03
   15      15.000s     9.036e-02     9.293e-02    2.573e-03
   16      16.000s     8.002e-02     8.105e-02    1.031e-03
   17      17.000s     7.131e-02     7.125e-02   -6.301e-05
   18      18.000s     6.366e-02     6.317e-02   -4.843e-04
   19      19.000s     5.722e-02     5.651e-02   -7.048e-04
   20      20.000s     5.217e-02     5.102e-02   -1.141e-03
   21      21.000s     4.809e-02     4.650e-02   -1.586e-03
   22      22.000s     4.453e-02     4.277e-02   -1.760e-03
   23      23.000s     4.155e-02     3.969e-02   -1.860e-03
   24      24.000s     3.934e-02     3.716e-02   -2.179e-03
   25      25.000s     3.773e-02     3.507e-02   -2.660e-03
   26      26.000s     3.649e-02     3.334e-02   -3.144e-03
   27      27.000s     3.563e-02     3.192e-02   -3.705e-03
   28      28.000s     3.526e-02     3.075e-02   -4.511e-03
   29      29.000s     3.541e-02     2.979e-02   -5.619e-03
   30      30.000s     3.606e-02     2.899e-02   -7.066e-03

============================================================

