SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/217/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.209e+00     2.387e-02  
T     =       5.709s    273721246718515.344s  

RSS   =    7.051e-03
SD    =    1.533e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.038e+00    3.849e-02
    2       2.000s     8.754e-01     8.755e-01    4.943e-05
    3       3.000s     7.603e-01     7.386e-01   -2.166e-02
    4       4.000s     6.569e-01     6.238e-01   -3.312e-02
    5       5.000s     5.590e-01     5.274e-01   -3.157e-02
    6       6.000s     4.657e-01     4.465e-01   -1.916e-02
    7       7.000s     3.822e-01     3.786e-01   -3.588e-03
    8       8.000s     3.127e-01     3.216e-01    8.915e-03
    9       9.000s     2.572e-01     2.738e-01    1.662e-02
   10      10.000s     2.135e-01     2.336e-01    2.011e-02
   11      11.000s     1.796e-01     1.999e-01    2.030e-02
   12      12.000s     1.532e-01     1.716e-01    1.843e-02
   13      13.000s     1.322e-01     1.479e-01    1.570e-02
   14      14.000s     1.153e-01     1.280e-01    1.266e-02
   15      15.000s     1.018e-01     1.112e-01    9.421e-03
   16      16.000s     9.080e-02     9.721e-02    6.407e-03
   17      17.000s     8.132e-02     8.542e-02    4.107e-03
   18      18.000s     7.310e-02     7.553e-02    2.430e-03
   19      19.000s     6.629e-02     6.723e-02    9.444e-04
   20      20.000s     6.071e-02     6.027e-02   -4.397e-04
   21      21.000s     5.595e-02     5.442e-02   -1.531e-03
   22      22.000s     5.191e-02     4.951e-02   -2.401e-03
   23      23.000s     4.874e-02     4.539e-02   -3.343e-03
   24      24.000s     4.637e-02     4.194e-02   -4.432e-03
   25      25.000s     4.454e-02     3.903e-02   -5.510e-03
   26      26.000s     4.315e-02     3.660e-02   -6.551e-03
   27      27.000s     4.229e-02     3.455e-02   -7.740e-03
   28      28.000s     4.209e-02     3.284e-02   -9.250e-03
   29      29.000s     4.250e-02     3.140e-02   -1.111e-02
   30      30.000s     4.336e-02     3.019e-02   -1.317e-02

============================================================

