SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/25/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.235e+00     2.112e-02  
T     =       5.196s    319316266119771.688s  

RSS   =    4.714e-03
SD    =    1.254e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.040e+00    4.016e-02
    2       2.000s     8.791e-01     8.618e-01   -1.739e-02
    3       3.000s     7.472e-01     7.146e-01   -3.261e-02
    4       4.000s     6.183e-01     5.932e-01   -2.512e-02
    5       5.000s     5.035e-01     4.930e-01   -1.045e-02
    6       6.000s     4.082e-01     4.104e-01    2.189e-03
    7       7.000s     3.325e-01     3.422e-01    9.749e-03
    8       8.000s     2.732e-01     2.860e-01    1.278e-02
    9       9.000s     2.268e-01     2.396e-01    1.283e-02
   10      10.000s     1.901e-01     2.014e-01    1.128e-02
   11      11.000s     1.606e-01     1.698e-01    9.239e-03
   12      12.000s     1.364e-01     1.438e-01    7.355e-03
   13      13.000s     1.165e-01     1.223e-01    5.773e-03
   14      14.000s     1.002e-01     1.046e-01    4.374e-03
   15      15.000s     8.683e-02     8.998e-02    3.146e-03
   16      16.000s     7.574e-02     7.792e-02    2.179e-03
   17      17.000s     6.655e-02     6.798e-02    1.430e-03
   18      18.000s     5.904e-02     5.977e-02    7.295e-04
   19      19.000s     5.298e-02     5.300e-02    2.455e-05
   20      20.000s     4.798e-02     4.742e-02   -5.584e-04
   21      21.000s     4.374e-02     4.282e-02   -9.222e-04
   22      22.000s     4.014e-02     3.902e-02   -1.121e-03
   23      23.000s     3.715e-02     3.588e-02   -1.266e-03
   24      24.000s     3.477e-02     3.330e-02   -1.470e-03
   25      25.000s     3.308e-02     3.116e-02   -1.913e-03
   26      26.000s     3.218e-02     2.941e-02   -2.775e-03
   27      27.000s     3.200e-02     2.795e-02   -4.051e-03
   28      28.000s     3.239e-02     2.676e-02   -5.632e-03
   29      29.000s     3.339e-02     2.577e-02   -7.623e-03
   30      30.000s     3.531e-02     2.495e-02   -1.035e-02

============================================================

