SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/175/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.198e+00     2.932e-02  
T     =       5.918s    949728685005019.875s  

RSS   =    6.083e-03
SD    =    1.424e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.041e+00    4.106e-02
    2       2.000s     8.894e-01     8.838e-01   -5.610e-03
    3       3.000s     7.759e-01     7.509e-01   -2.495e-02
    4       4.000s     6.670e-01     6.388e-01   -2.822e-02
    5       5.000s     5.669e-01     5.440e-01   -2.293e-02
    6       6.000s     4.777e-01     4.640e-01   -1.370e-02
    7       7.000s     4.002e-01     3.964e-01   -3.813e-03
    8       8.000s     3.349e-01     3.394e-01    4.472e-03
    9       9.000s     2.809e-01     2.912e-01    1.027e-02
   10      10.000s     2.368e-01     2.505e-01    1.366e-02
   11      11.000s     2.011e-01     2.161e-01    1.495e-02
   12      12.000s     1.725e-01     1.870e-01    1.459e-02
   13      13.000s     1.491e-01     1.625e-01    1.343e-02
   14      14.000s     1.296e-01     1.418e-01    1.220e-02
   15      15.000s     1.134e-01     1.243e-01    1.094e-02
   16      16.000s     1.002e-01     1.096e-01    9.369e-03
   17      17.000s     8.947e-02     9.708e-02    7.615e-03
   18      18.000s     8.049e-02     8.655e-02    6.061e-03
   19      19.000s     7.298e-02     7.765e-02    4.675e-03
   20      20.000s     6.705e-02     7.014e-02    3.086e-03
   21      21.000s     6.252e-02     6.379e-02    1.276e-03
   22      22.000s     5.879e-02     5.843e-02   -3.605e-04
   23      23.000s     5.557e-02     5.391e-02   -1.662e-03
   24      24.000s     5.302e-02     5.009e-02   -2.936e-03
   25      25.000s     5.136e-02     4.686e-02   -4.498e-03
   26      26.000s     5.055e-02     4.413e-02   -6.417e-03
   27      27.000s     5.058e-02     4.183e-02   -8.747e-03
   28      28.000s     5.146e-02     3.988e-02   -1.158e-02
   29      29.000s     5.293e-02     3.824e-02   -1.469e-02
   30      30.000s     5.437e-02     3.685e-02   -1.751e-02

============================================================

