SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/48/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.244e+00     2.319e-02  
T     =       5.393s    121502210073804.469s  

RSS   =    9.566e-03
SD    =    1.786e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.057e+00    5.678e-02
    2       2.000s     9.023e-01     8.818e-01   -2.050e-02
    3       3.000s     7.845e-01     7.365e-01   -4.801e-02
    4       4.000s     6.539e-01     6.158e-01   -3.810e-02
    5       5.000s     5.310e-01     5.155e-01   -1.548e-02
    6       6.000s     4.294e-01     4.322e-01    2.755e-03
    7       7.000s     3.495e-01     3.629e-01    1.343e-02
    8       8.000s     2.871e-01     3.054e-01    1.832e-02
    9       9.000s     2.394e-01     2.577e-01    1.827e-02
   10      10.000s     2.027e-01     2.180e-01    1.528e-02
   11      11.000s     1.725e-01     1.850e-01    1.254e-02
   12      12.000s     1.467e-01     1.576e-01    1.092e-02
   13      13.000s     1.260e-01     1.349e-01    8.838e-03
   14      14.000s     1.100e-01     1.160e-01    6.014e-03
   15      15.000s     9.625e-02     1.003e-01    4.013e-03
   16      16.000s     8.406e-02     8.722e-02    3.159e-03
   17      17.000s     7.429e-02     7.638e-02    2.094e-03
   18      18.000s     6.687e-02     6.738e-02    5.061e-04
   19      19.000s     6.032e-02     5.990e-02   -4.256e-04
   20      20.000s     5.414e-02     5.369e-02   -4.510e-04
   21      21.000s     4.923e-02     4.852e-02   -7.079e-04
   22      22.000s     4.580e-02     4.424e-02   -1.566e-03
   23      23.000s     4.282e-02     4.067e-02   -2.151e-03
   24      24.000s     3.994e-02     3.771e-02   -2.228e-03
   25      25.000s     3.794e-02     3.526e-02   -2.680e-03
   26      26.000s     3.712e-02     3.321e-02   -3.906e-03
   27      27.000s     3.694e-02     3.152e-02   -5.422e-03
   28      28.000s     3.735e-02     3.011e-02   -7.242e-03
   29      29.000s     3.902e-02     2.894e-02   -1.008e-02
   30      30.000s     4.192e-02     2.796e-02   -1.396e-02

============================================================

