SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/149/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.188e+00     3.612e-02  
T     =       6.034s    774205827841304.500s  

RSS   =    6.116e-03
SD    =    1.428e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.043e+00    4.300e-02
    2       2.000s     8.953e-01     8.892e-01   -6.096e-03
    3       3.000s     7.868e-01     7.589e-01   -2.786e-02
    4       4.000s     6.798e-01     6.485e-01   -3.124e-02
    5       5.000s     5.786e-01     5.550e-01   -2.358e-02
    6       6.000s     4.874e-01     4.758e-01   -1.164e-02
    7       7.000s     4.091e-01     4.086e-01   -4.730e-04
    8       8.000s     3.441e-01     3.517e-01    7.604e-03
    9       9.000s     2.911e-01     3.035e-01    1.244e-02
   10      10.000s     2.479e-01     2.627e-01    1.476e-02
   11      11.000s     2.128e-01     2.281e-01    1.528e-02
   12      12.000s     1.842e-01     1.988e-01    1.455e-02
   13      13.000s     1.610e-01     1.739e-01    1.292e-02
   14      14.000s     1.421e-01     1.529e-01    1.077e-02
   15      15.000s     1.265e-01     1.350e-01    8.500e-03
   16      16.000s     1.135e-01     1.199e-01    6.483e-03
   17      17.000s     1.023e-01     1.071e-01    4.805e-03
   18      18.000s     9.297e-02     9.629e-02    3.320e-03
   19      19.000s     8.516e-02     8.710e-02    1.939e-03
   20      20.000s     7.859e-02     7.931e-02    7.206e-04
   21      21.000s     7.302e-02     7.272e-02   -3.075e-04
   22      22.000s     6.836e-02     6.713e-02   -1.237e-03
   23      23.000s     6.453e-02     6.239e-02   -2.142e-03
   24      24.000s     6.144e-02     5.838e-02   -3.062e-03
   25      25.000s     5.912e-02     5.498e-02   -4.144e-03
   26      26.000s     5.768e-02     5.210e-02   -5.581e-03
   27      27.000s     5.697e-02     4.966e-02   -7.312e-03
   28      28.000s     5.664e-02     4.759e-02   -9.050e-03
   29      29.000s     5.656e-02     4.584e-02   -1.072e-02
   30      30.000s     5.698e-02     4.435e-02   -1.263e-02

============================================================

